,fas_id,name,address,postcode,easting,northing,latitude,longitude,local_authority
36034,357403,WESTBURY TAVERN,"The Westbury Tavern, Westbury Road, Newcastle Under Lyme, Staffordshire",ST5 4JW,384987,342996.0,52.98409,-2.225065,Newcastle-under-Lyme
32627,326428,Slimbridge Football Club,"Wisloe Road, Cambridge, Gloucester, Gloucestershire",GL2 7AF,374644,202719.0,51.722614,-2.368472,Stroud
26396,268036,New Haw Club & Institute,"New Haw Club And Institute, 48 Woodham Lane, Addlestone",KT15 3NA,505371,162944.0,51.355809,-0.488126,Runnymede
49647,499499,Meirioneth Yacht Club,"The Quay, Barmouth, Gwynedd",LL42 1HB,261477,315457.0,52.718979,-4.052309,Gwynedd
3272,30972,The Stanley,"33 Magdalen Road, Norwich",NR3 4LG,623150,309899.0,52.640906,1.296769,Norwich
37678,369524,The Furlong Tavern,"Furlong Road, Tunstall, Stoke-On-Trent",ST6 5UP,386495,351974.0,53.064843,-2.202983,Stoke-on-Trent
25879,262721,The White House,"38 Abingdon Road, Oxford, Oxfordshire",OX1 4PD,451451,205272.0,51.743795,-1.256201,Oxford
18228,189660,Kings Arms,"248 Marine Road Central, Morecambe, Lancashire",LA4 4BJ,343349,464430.0,54.072669,-2.867234,Lancaster
15696,165399,The Wouldhave,"40-42 Mile End Road, South Shields, Tyne & Wear",NE33 1TA,436344,567420.0,55.000033,-1.433394,South Tyneside
3501,34100,White Lion,"96 High Street, Sawston, Cambridgeshire",CB22 3HJ,548592,249053.0,52.11982,0.168918,South Cambridgeshire
27540,279575,Wig and Pen,"Wig And Pen, 10 Market Place, Margate, Kent",CT9 1EN,635417,171028.0,51.38943,1.38232,Thanet
19250,198395,Blue Bell Hotel,"Blue Bell, 11-13 Market Street, Shaw, Oldham",OL2 8NR,393901,408930.0,53.576931,-2.093582,Oldham
